,id,truth_scaled,prediction0,logstd0,avg_prediction_scaled,prediction,truth
124,12058,0.44789356,0.43802845,0.10740513,0.43802845,0.43802845,0.44789356
125,6741,0.31285942,0.27030522,0.08120682,0.27030522,0.27030522,0.31285942
126,9682,0.40633833,0.4712896,0.13716264,0.4712896,0.4712896,0.40633833
127,6831,0.22368015,0.22549327,0.082773745,0.22549327,0.22549327,0.22368015
128,12973,0.5550136,0.5712763,0.12224764,0.5712763,0.5712763,0.5550136
129,304,0.7005658,0.57461363,0.14911956,0.57461363,0.57461363,0.7005658
130,14399,0.41385257,0.3008964,0.099642724,0.3008964,0.3008964,0.41385257
131,10546,0.27367157,0.2152248,0.11269801,0.2152248,0.2152248,0.27367157
132,4353,0.40285563,0.5580367,0.13998067,0.5580367,0.5580367,0.40285563
133,10550,0.35161692,0.41448495,0.110831395,0.41448495,0.41448495,0.35161692
134,2405,0.34048045,0.32954082,0.10830489,0.32954082,0.32954082,0.34048045
135,6803,0.20224649,0.19188847,0.05127246,0.19188847,0.19188847,0.20224649
136,426,0.33469233,0.297841,0.0874162,0.297841,0.297841,0.33469233
137,5747,0.45074895,0.35994232,0.106482595,0.35994232,0.35994232,0.45074895
138,5375,0.15489438,0.23997612,0.08470875,0.23997612,0.23997612,0.15489438
139,12176,0.4937624,0.48380893,0.113951236,0.48380893,0.48380893,0.4937624
140,12184,0.18477239,0.29386324,0.06805313,0.29386324,0.29386324,0.18477239
141,101,0.16454618,0.28811014,0.021964842,0.28811014,0.28811014,0.16454618
142,5459,0.6014747,0.542374,0.16762784,0.542374,0.542374,0.6014747
143,9368,0.21282266,0.1957924,0.064806394,0.1957924,0.1957924,0.21282266
144,15989,0.20765968,0.22614506,0.076250635,0.22614506,0.22614506,0.20765968
145,7716,0.76138866,0.524768,0.14620163,0.524768,0.524768,0.76138866
146,14847,0.48909584,0.42827275,0.12460286,0.42827275,0.42827275,0.48909584
147,15845,0.18607953,0.32264775,0.17877868,0.32264775,0.32264775,0.18607953
148,7885,0.22283727,0.19734812,0.05275173,0.19734812,0.19734812,0.22283727
149,10263,0.25689724,0.30593824,0.10729155,0.30593824,0.30593824,0.25689724
150,9717,0.9485983,0.5934733,0.14559251,0.5934733,0.5934733,0.9485983
151,12409,0.40850464,0.6305335,0.21626927,0.6305335,0.6305335,0.40850464
152,10005,0.50577015,0.4789718,0.108077526,0.4789718,0.4789718,0.50577015
153,11265,0.559195,0.5649202,0.16597459,0.5649202,0.5649202,0.559195
154,14218,0.70804954,0.5832554,0.12284683,0.5832554,0.5832554,0.70804954
155,1935,0.63188374,0.5163888,0.14820193,0.5163888,0.5163888,0.63188374
156,10252,0.41628402,0.40035272,0.06028747,0.40035272,0.40035272,0.41628402
157,6162,0.8621481,0.65450436,0.14709716,0.65450436,0.65450436,0.8621481
158,9318,0.40338746,0.3140263,0.09573563,0.3140263,0.3140263,0.40338746
159,7671,0.5170137,0.6312101,0.1537199,0.6312101,0.6312101,0.5170137
160,2154,0.44455987,0.20190133,0.07165138,0.20190133,0.20190133,0.44455987
161,3745,0.4494074,0.5209104,0.121263795,0.5209104,0.5209104,0.4494074
162,9360,0.2503802,0.18029737,0.05626081,0.18029737,0.18029737,0.2503802
163,5094,0.41501,0.45961094,0.13562627,0.45961094,0.45961094,0.41501
164,3651,0.40347722,0.3049652,0.17539194,0.3049652,0.3049652,0.40347722
165,14022,0.4587638,0.50416183,0.11390908,0.50416183,0.50416183,0.4587638
166,5963,0.42866036,0.4283169,0.15097797,0.4283169,0.4283169,0.42866036
167,2177,0.76745546,0.5728072,0.15226197,0.5728072,0.5728072,0.76745546
168,10548,0.4323429,0.58657765,0.14299653,0.58657765,0.58657765,0.4323429
169,13291,0.541386,0.43730497,0.111147985,0.43730497,0.43730497,0.541386
170,8009,0.23253432,0.3382869,0.118246876,0.3382869,0.3382869,0.23253432
171,14553,0.4787569,0.5452074,0.1486373,0.5452074,0.5452074,0.4787569
172,15476,0.56612116,0.54771984,0.16590238,0.54771984,0.54771984,0.56612116
173,9383,0.23575279,0.2702369,0.08265333,0.2702369,0.2702369,0.23575279
174,11340,0.42206025,0.48418963,0.1557818,0.48418963,0.48418963,0.42206025
175,4089,0.45815927,0.39633423,0.10283053,0.39633423,0.39633423,0.45815927
176,11967,0.42349458,0.53021026,0.14145961,0.53021026,0.53021026,0.42349458
177,9418,0.31399336,0.25971615,0.09159479,0.25971615,0.25971615,0.31399336
178,10496,0.54889876,0.47710243,0.12202568,0.47710243,0.47710243,0.54889876
179,169,0.30046174,0.26053178,0.10177859,0.26053178,0.26053178,0.30046174
180,12278,0.27644485,0.40655014,0.10016956,0.40655014,0.40655014,0.27644485
181,6202,0.5274919,0.5379555,0.112077326,0.5379555,0.5379555,0.5274919
182,4863,0.49661595,0.4476925,0.15118365,0.4476925,0.4476925,0.49661595
183,1199,0.20602006,0.19544888,0.057432532,0.19544888,0.19544888,0.20602006
184,735,0.69826823,0.5999528,0.14179638,0.5999528,0.5999528,0.69826823
185,5562,0.6771031,0.4416037,0.1441148,0.4416037,0.4416037,0.6771031
186,7300,0.4753094,0.56501794,0.15377644,0.56501794,0.56501794,0.4753094
187,2439,0.61298025,0.4848197,0.14520861,0.4848197,0.4848197,0.61298025
188,8284,0.28646123,0.28624552,0.08453347,0.28624552,0.28624552,0.28646123
189,10721,0.63179535,0.70675063,0.09004327,0.70675063,0.70675063,0.63179535
190,15910,0.83853287,0.60159117,0.16192074,0.60159117,0.60159117,0.83853287
191,3288,0.18785311,0.19865586,0.06847962,0.19865586,0.19865586,0.18785311
192,12036,0.14187364,0.20492812,0.04770189,0.20492812,0.20492812,0.14187364
193,4337,0.31407422,0.31725705,0.043423314,0.31725705,0.31725705,0.31407422
194,1984,0.20837538,0.26002902,0.078678705,0.26002902,0.26002902,0.20837538
195,7953,0.16312361,0.16022477,0.043101255,0.16022477,0.16022477,0.16312361
196,6070,0.65872085,0.50811195,0.12634026,0.50811195,0.50811195,0.65872085
197,8372,0.15236324,0.19312108,0.053904038,0.19312108,0.19312108,0.15236324
198,8541,0.45120916,0.64508885,0.18188715,0.64508885,0.64508885,0.45120916
199,4329,0.69808394,0.5890266,0.1574561,0.5890266,0.5890266,0.69808394
200,5015,0.4272803,0.4351465,0.07024123,0.4351465,0.4351465,0.4272803
201,6853,0.3625356,0.32037184,0.08239994,0.32037184,0.32037184,0.3625356
202,5900,0.31412613,0.3168028,0.04516854,0.3168028,0.3168028,0.31412613
203,3449,0.4068137,0.3500795,0.13396212,0.3500795,0.3500795,0.4068137
204,4119,0.15252243,0.18618877,0.050136704,0.18618877,0.18618877,0.15252243
205,5652,0.49477854,0.5309539,0.13515668,0.5309539,0.5309539,0.49477854
206,7792,0.61066526,0.62921435,0.178437,0.62921435,0.62921435,0.61066526
207,3865,0.41609812,0.46021524,0.123224616,0.46021524,0.46021524,0.41609812
208,387,0.47979143,0.41544974,0.13529651,0.41544974,0.41544974,0.47979143
209,1632,0.14373071,0.17622365,0.06030481,0.17622365,0.17622365,0.14373071
210,150,0.81340563,0.65168494,0.116518974,0.65168494,0.65168494,0.81340563
211,6685,0.51325923,0.57660013,0.14222279,0.57660013,0.57660013,0.51325923
212,6050,0.3025756,0.28998113,0.116340324,0.28998113,0.28998113,0.3025756
213,13195,0.2922015,0.23871405,0.06957122,0.23871405,0.23871405,0.2922015
214,7887,0.69267696,0.4699753,0.15630896,0.4699753,0.4699753,0.69267696
215,14036,0.6177137,0.64559615,0.16947588,0.64559615,0.64559615,0.6177137
216,13702,0.25217676,0.43767494,0.23515499,0.43767494,0.43767494,0.25217676
217,5598,0.41719416,0.2464956,0.08381489,0.2464956,0.2464956,0.41719416
218,9125,0.7337299,0.68111026,0.18617845,0.68111026,0.68111026,0.7337299
219,12121,0.1881231,0.18243703,0.052409343,0.18243703,0.18243703,0.1881231
220,14913,0.47144437,0.5363448,0.17626789,0.5363448,0.5363448,0.47144437
221,6501,0.45949867,0.48524815,0.18761218,0.48524815,0.48524815,0.45949867
222,12291,0.4361389,0.4421073,0.10459885,0.4421073,0.4421073,0.4361389
223,3468,0.44637108,0.4792678,0.108856864,0.4792678,0.4792678,0.44637108
224,15829,0.18848543,0.20475243,0.056900058,0.20475243,0.20475243,0.18848543
225,8922,0.35862765,0.35158956,0.1280818,0.35158956,0.35158956,0.35862765
226,291,0.6156729,0.5476695,0.13662185,0.5476695,0.5476695,0.6156729
227,977,0.1423917,0.27598298,0.13746466,0.27598298,0.27598298,0.1423917
228,14149,0.46872398,0.52358496,0.15213412,0.52358496,0.52358496,0.46872398
229,3463,0.5156072,0.42703894,0.16329445,0.42703894,0.42703894,0.5156072
230,6902,0.49232495,0.43004036,0.11306802,0.43004036,0.43004036,0.49232495
231,15824,0.64857185,0.5558555,0.19497885,0.5558555,0.5558555,0.64857185
232,13495,0.77114123,0.5048373,0.11743195,0.5048373,0.5048373,0.77114123
233,9870,0.20666893,0.19991735,0.06850964,0.19991735,0.19991735,0.20666893
234,11838,0.21217752,0.25207055,0.09794165,0.25207055,0.25207055,0.21217752
235,14870,0.68357986,0.6240218,0.14625548,0.6240218,0.6240218,0.68357986
236,2595,0.5522245,0.63823915,0.15971196,0.63823915,0.63823915,0.5522245
237,12501,0.514362,0.48229685,0.13542211,0.48229685,0.48229685,0.514362
238,13190,0.6199088,0.53712296,0.1554375,0.53712296,0.53712296,0.6199088
239,9314,0.16223897,0.20753953,0.048650242,0.20753953,0.20753953,0.16223897
240,8000,0.4514015,0.3582311,0.11545714,0.3582311,0.3582311,0.4514015
241,5098,0.45053402,0.45155033,0.10387962,0.45155033,0.45155033,0.45053402
242,14850,0.59201825,0.5489891,0.16104655,0.5489891,0.5489891,0.59201825
243,8897,0.45043612,0.38697055,0.11584161,0.38697055,0.38697055,0.45043612
244,5323,0.24822144,0.21078178,0.06506423,0.21078178,0.21078178,0.24822144
245,13396,0.17429186,0.21266566,0.07965091,0.21266566,0.21266566,0.17429186
246,8665,0.23466797,0.31167203,0.17820714,0.31167203,0.31167203,0.23466797
247,10499,0.25267106,0.2725423,0.10635223,0.2725423,0.2725423,0.25267106
248,15813,0.47791937,0.543466,0.14945208,0.543466,0.543466,0.47791937
249,4215,0.6054823,0.5513457,0.14169677,0.5513457,0.5513457,0.6054823
250,7936,0.25857458,0.22928783,0.07090926,0.22928783,0.22928783,0.25857458
251,5849,0.3637632,0.31474382,0.07215355,0.31474382,0.31474382,0.3637632
252,11429,0.32424155,0.38959152,0.10239638,0.38959152,0.38959152,0.32424155
253,2334,0.4612828,0.32850292,0.094577245,0.32850292,0.32850292,0.4612828
254,13230,0.8258808,0.68140507,0.15371078,0.68140507,0.68140507,0.8258808
255,10806,0.38754782,0.3678027,0.09287696,0.3678027,0.3678027,0.38754782
256,15782,0.6428202,0.51902735,0.13433018,0.51902735,0.51902735,0.6428202
257,6466,0.8348994,0.5103047,0.17157185,0.5103047,0.5103047,0.8348994
258,9709,0.46547955,0.4100467,0.10338384,0.4100467,0.4100467,0.46547955
259,11620,0.32820433,0.398867,0.12446945,0.398867,0.398867,0.32820433
260,5868,0.7041896,0.69938457,0.16541784,0.69938457,0.69938457,0.7041896
261,12119,0.703174,0.6515994,0.19645971,0.6515994,0.6515994,0.703174
262,7372,0.42448443,0.4847271,0.114114195,0.4847271,0.4847271,0.42448443
263,10483,0.20589058,0.3289553,0.14145395,0.3289553,0.3289553,0.20589058
264,15452,0.19868666,0.3668329,0.09871283,0.3668329,0.3668329,0.19868666
265,7444,0.44834805,0.46035695,0.10735966,0.46035695,0.46035695,0.44834805
266,4400,0.45542476,0.535313,0.11168644,0.535313,0.535313,0.45542476
267,15308,0.9833861,0.5885291,0.15403281,0.5885291,0.5885291,0.9833861
268,14718,0.41193685,0.33216336,0.09614489,0.33216336,0.33216336,0.41193685
269,13157,0.6072223,0.66422176,0.17997888,0.66422176,0.66422176,0.6072223
270,7150,0.46544304,0.61239165,0.1819382,0.61239165,0.61239165,0.46544304
271,8992,0.4616059,0.41135743,0.1180703,0.41135743,0.41135743,0.4616059
272,8589,0.48398805,0.47448206,0.1298555,0.47448206,0.47448206,0.48398805
273,5363,0.6237867,0.5597998,0.12787041,0.5597998,0.5597998,0.6237867
274,2616,0.47235793,0.54583156,0.15711658,0.54583156,0.54583156,0.47235793
275,5165,0.3496012,0.6154011,0.2224677,0.6154011,0.6154011,0.3496012
276,10095,0.4633143,0.3952004,0.11146017,0.3952004,0.3952004,0.4633143
277,2174,0.8286839,0.7166096,0.24201764,0.7166096,0.7166096,0.8286839
278,9355,0.34231368,0.47386387,0.12684132,0.47386387,0.47386387,0.34231368
279,5333,0.6234869,0.5577743,0.1537062,0.5577743,0.5577743,0.6234869
280,11980,0.15230937,0.18319084,0.058203373,0.18319084,0.18319084,0.15230937
281,10423,0.35377136,0.37743798,0.09919766,0.37743798,0.37743798,0.35377136
282,12742,0.41686055,0.5096939,0.12824938,0.5096939,0.5096939,0.41686055
283,12192,0.49858737,0.52206016,0.13507843,0.52206016,0.52206016,0.49858737
284,15463,0.23046659,0.20277815,0.055196494,0.20277815,0.20277815,0.23046659
285,15766,0.694513,0.44511136,0.13863899,0.44511136,0.44511136,0.694513
286,9661,0.6413178,0.69011045,0.17339092,0.69011045,0.69011045,0.6413178
287,751,0.5662856,0.4902676,0.116782635,0.4902676,0.4902676,0.5662856
288,6883,0.5685531,0.5709297,0.15977554,0.5709297,0.5709297,0.5685531
289,10907,0.44368687,0.6296716,0.25531647,0.6296716,0.6296716,0.44368687
290,11243,0.16723466,0.21019655,0.047284745,0.21019655,0.21019655,0.16723466
291,14973,0.33407208,0.22340764,0.06762284,0.22340764,0.22340764,0.33407208
292,1411,0.59305304,0.65016484,0.1523428,0.65016484,0.65016484,0.59305304
293,4304,0.98024654,0.5436869,0.1387776,0.5436869,0.5436869,0.98024654
294,9880,0.41565916,0.4872263,0.14636555,0.4872263,0.4872263,0.41565916
295,7181,0.7208927,0.5392624,0.13409768,0.5392624,0.5392624,0.7208927
296,4162,0.77325577,0.6905064,0.18220127,0.6905064,0.6905064,0.77325577
297,8373,0.26467174,0.28672838,0.1254963,0.28672838,0.28672838,0.26467174
298,9814,0.48567298,0.6058664,0.16319226,0.6058664,0.6058664,0.48567298
299,1320,0.4758301,0.43623552,0.110123806,0.43623552,0.43623552,0.4758301
300,7741,0.26198655,0.18875839,0.06577376,0.18875839,0.18875839,0.26198655
301,6027,0.4568237,0.45712408,0.14025284,0.45712408,0.45712408,0.4568237
302,11909,0.25735602,0.2239112,0.09031495,0.2239112,0.2239112,0.25735602
303,9088,0.23644465,0.25412768,0.078183025,0.25412768,0.25412768,0.23644465
304,7201,0.18197364,0.19890228,0.087451845,0.19890228,0.19890228,0.18197364
305,12783,0.39964113,0.36611906,0.090185024,0.36611906,0.36611906,0.39964113
306,11507,0.32638818,0.20896745,0.049551435,0.20896745,0.20896745,0.32638818
307,4977,0.71213144,0.50995415,0.14476332,0.50995415,0.50995415,0.71213144
308,12449,0.3298574,0.29994434,0.078700885,0.29994434,0.29994434,0.3298574
309,7581,0.17427549,0.24375345,0.08493687,0.24375345,0.24375345,0.17427549
310,2450,0.36973608,0.50789696,0.17267711,0.50789696,0.50789696,0.36973608
311,4840,0.5498356,0.5000602,0.16528124,0.5000602,0.5000602,0.5498356
312,127,0.65227574,0.48094386,0.11240241,0.48094386,0.48094386,0.65227574
313,4034,0.35613376,0.36531126,0.06088099,0.36531126,0.36531126,0.35613376
314,9778,0.21839178,0.2810324,0.115933895,0.2810324,0.2810324,0.21839178
315,3445,0.7530691,0.64806056,0.19477782,0.64806056,0.64806056,0.7530691
316,99,0.40231436,0.46489984,0.10726546,0.46489984,0.46489984,0.40231436
317,6558,0.33262134,0.4208381,0.11227385,0.4208381,0.4208381,0.33262134
318,7598,0.46026623,0.4433302,0.12577675,0.4433302,0.4433302,0.46026623
319,11250,0.2056132,0.29460198,0.09415935,0.29460198,0.29460198,0.2056132
320,11696,0.26026705,0.25263408,0.077143826,0.25263408,0.25263408,0.26026705
321,10885,0.263345,0.2619597,0.08205193,0.2619597,0.2619597,0.263345
322,7856,0.7117862,0.48870587,0.09704467,0.48870587,0.48870587,0.7117862
323,4520,0.32386252,0.36730036,0.10073247,0.36730036,0.36730036,0.32386252
324,14112,0.22213891,0.5067247,0.14047304,0.5067247,0.5067247,0.22213891
325,4097,0.6872934,0.57070136,0.1440761,0.57070136,0.57070136,0.6872934
326,7273,0.5115957,0.539796,0.11247345,0.539796,0.539796,0.5115957
327,5453,0.4573607,0.4603983,0.16702217,0.4603983,0.4603983,0.4573607
328,3404,0.23345105,0.29214445,0.09388712,0.29214445,0.29214445,0.23345105
329,4549,0.46837077,0.47153637,0.11554311,0.47153637,0.47153637,0.46837077
330,10140,0.37361288,0.44803852,0.12500924,0.44803852,0.44803852,0.37361288
331,11370,0.20169249,0.26834843,0.082056865,0.26834843,0.26834843,0.20169249
332,9688,0.6219546,0.5464448,0.1361794,0.5464448,0.5464448,0.6219546
333,9000,0.39145938,0.50103647,0.11940996,0.50103647,0.50103647,0.39145938
334,14935,0.60691327,0.60813904,0.13516432,0.60813904,0.60813904,0.60691327
335,251,0.38585415,0.5190338,0.1303825,0.5190338,0.5190338,0.38585415
336,5659,0.23734179,0.19032505,0.15053053,0.19032505,0.19032505,0.23734179
337,11513,0.49489808,0.5439266,0.13216072,0.5439266,0.5439266,0.49489808
338,10460,0.4597532,0.5949233,0.1372845,0.5949233,0.5949233,0.4597532
339,15416,0.52442384,0.4640281,0.09486686,0.4640281,0.4640281,0.52442384
