,id,truth_scaled,prediction0,logstd0,avg_prediction_scaled,prediction,truth
141,101,0.16454618,0.24920976,0.004961868,0.24920976,0.24920976,0.16454618
142,5459,0.6014747,0.494924,0.08565077,0.494924,0.494924,0.6014747
143,9368,0.21282266,0.20906845,0.029152429,0.20906845,0.20906845,0.21282266
144,15989,0.20765968,0.22585985,0.039905123,0.22585985,0.22585985,0.20765968
145,7716,0.76138866,0.52922446,0.08787418,0.52922446,0.52922446,0.76138866
146,14847,0.48909584,0.4320928,0.06916012,0.4320928,0.4320928,0.48909584
147,15845,0.18607953,0.36399704,0.11617485,0.36399704,0.36399704,0.18607953
148,7885,0.22283727,0.23372564,0.036832053,0.23372564,0.23372564,0.22283727
149,10263,0.25689724,0.33527642,0.06397627,0.33527642,0.33527642,0.25689724
150,9717,0.9485983,0.59512013,0.0908207,0.59512013,0.59512013,0.9485983
151,12409,0.40850464,0.5853922,0.14945692,0.5853922,0.5853922,0.40850464
152,10005,0.50577015,0.46136162,0.06106922,0.46136162,0.46136162,0.50577015
153,11265,0.559195,0.61382335,0.09011137,0.61382335,0.61382335,0.559195
154,14218,0.70804954,0.5315562,0.06093854,0.5315562,0.5315562,0.70804954
155,1935,0.63188374,0.4955543,0.091998726,0.4955543,0.4955543,0.63188374
156,10252,0.41628402,0.4181705,0.020704461,0.4181705,0.4181705,0.41628402
157,6162,0.8621481,0.5890794,0.046551265,0.5890794,0.5890794,0.8621481
158,9318,0.40338746,0.32078683,0.06293857,0.32078683,0.32078683,0.40338746
159,7671,0.5170137,0.63624585,0.10828555,0.63624585,0.63624585,0.5170137
160,2154,0.44455987,0.24818489,0.03912717,0.24818489,0.24818489,0.44455987
161,3745,0.4494074,0.5229123,0.07399598,0.5229123,0.5229123,0.4494074
162,9360,0.2503802,0.18211651,0.016894847,0.18211651,0.18211651,0.2503802
163,5094,0.41501,0.45721835,0.0733812,0.45721835,0.45721835,0.41501
164,3651,0.40347722,0.26559982,0.1117901,0.26559982,0.26559982,0.40347722
165,14022,0.4587638,0.45779902,0.053180464,0.45779902,0.45779902,0.4587638
166,5963,0.42866036,0.42256373,0.07003881,0.42256373,0.42256373,0.42866036
167,2177,0.76745546,0.5841029,0.1063831,0.5841029,0.5841029,0.76745546
168,10548,0.4323429,0.62242675,0.09126006,0.62242675,0.62242675,0.4323429
169,13291,0.541386,0.4029548,0.092780784,0.4029548,0.4029548,0.541386
170,8009,0.23253432,0.2897727,0.056753978,0.2897727,0.2897727,0.23253432
171,14553,0.4787569,0.5264261,0.10297685,0.5264261,0.5264261,0.4787569
172,15476,0.56612116,0.5611792,0.10936583,0.5611792,0.5611792,0.56612116
173,9383,0.23575279,0.2653745,0.043160867,0.2653745,0.2653745,0.23575279
174,11340,0.42206025,0.44733945,0.068445295,0.44733945,0.44733945,0.42206025
175,4089,0.45815927,0.3925571,0.049290422,0.3925571,0.3925571,0.45815927
176,11967,0.42349458,0.5072893,0.07767369,0.5072893,0.5072893,0.42349458
177,9418,0.31399336,0.27625275,0.049052414,0.27625275,0.27625275,0.31399336
178,10496,0.54889876,0.43868256,0.056594454,0.43868256,0.43868256,0.54889876
179,169,0.30046174,0.24672434,0.054348797,0.24672434,0.24672434,0.30046174
180,12278,0.27644485,0.36458734,0.04322531,0.36458734,0.36458734,0.27644485
181,6202,0.5274919,0.525017,0.048983812,0.525017,0.525017,0.5274919
182,4863,0.49661595,0.43472204,0.10620127,0.43472204,0.43472204,0.49661595
183,1199,0.20602006,0.20758536,0.03268838,0.20758536,0.20758536,0.20602006
184,735,0.69826823,0.60205823,0.08541713,0.60205823,0.60205823,0.69826823
185,5562,0.6771031,0.4062166,0.08665198,0.4062166,0.4062166,0.6771031
186,7300,0.4753094,0.59902656,0.11530988,0.59902656,0.59902656,0.4753094
187,2439,0.61298025,0.49113104,0.08524097,0.49113104,0.49113104,0.61298025
188,8284,0.28646123,0.29173133,0.047247984,0.29173133,0.29173133,0.28646123
189,10721,0.63179535,0.6577011,0.064104676,0.6577011,0.6577011,0.63179535
190,15910,0.83853287,0.63696915,0.10842479,0.63696915,0.63696915,0.83853287
191,3288,0.18785311,0.30413884,0.03828619,0.30413884,0.30413884,0.18785311
192,12036,0.14187364,0.1843068,0.027805109,0.1843068,0.1843068,0.14187364
193,4337,0.31407422,0.29794747,0.014081751,0.29794747,0.29794747,0.31407422
194,1984,0.20837538,0.25334424,0.045000695,0.25334424,0.25334424,0.20837538
195,7953,0.16312361,0.16612901,0.025485441,0.16612901,0.16612901,0.16312361
196,6070,0.65872085,0.47856882,0.06764493,0.47856882,0.47856882,0.65872085
197,8372,0.15236324,0.19678338,0.030287579,0.19678338,0.19678338,0.15236324
198,8541,0.45120916,0.61395526,0.11064671,0.61395526,0.61395526,0.45120916
199,4329,0.69808394,0.55686855,0.090022855,0.55686855,0.55686855,0.69808394
200,5015,0.4272803,0.41953266,0.04291398,0.41953266,0.41953266,0.4272803
201,6853,0.3625356,0.31259972,0.060721863,0.31259972,0.31259972,0.3625356
202,5900,0.31412613,0.29643378,0.014143156,0.29643378,0.29643378,0.31412613
203,3449,0.4068137,0.1972166,0.08759247,0.1972166,0.1972166,0.4068137
204,4119,0.15252243,0.17390591,0.027859688,0.17390591,0.17390591,0.15252243
205,5652,0.49477854,0.5373499,0.09173221,0.5373499,0.5373499,0.49477854
206,7792,0.61066526,0.7026858,0.15760529,0.7026858,0.7026858,0.61066526
207,3865,0.41609812,0.5277468,0.07763171,0.5277468,0.5277468,0.41609812
208,387,0.47979143,0.42107055,0.052775808,0.42107055,0.42107055,0.47979143
209,1632,0.14373071,0.18433315,0.03498726,0.18433315,0.18433315,0.14373071
210,150,0.81340563,0.7360021,0.066946484,0.7360021,0.7360021,0.81340563
211,6685,0.51325923,0.5572876,0.10116217,0.5572876,0.5572876,0.51325923
212,6050,0.3025756,0.23307243,0.07811031,0.23307243,0.23307243,0.3025756
213,13195,0.2922015,0.25754607,0.03765931,0.25754607,0.25754607,0.2922015
214,7887,0.69267696,0.45380285,0.071816675,0.45380285,0.45380285,0.69267696
215,14036,0.6177137,0.72749436,0.16497883,0.72749436,0.72749436,0.6177137
216,13702,0.25217676,0.23568392,0.061648265,0.23568392,0.23568392,0.25217676
217,5598,0.41719416,0.2493518,0.05067688,0.2493518,0.2493518,0.41719416
218,9125,0.7337299,0.7422162,0.16508973,0.7422162,0.7422162,0.7337299
219,12121,0.1881231,0.21876115,0.031611845,0.21876115,0.21876115,0.1881231
220,14913,0.47144437,0.5590098,0.120218545,0.5590098,0.5590098,0.47144437
221,6501,0.45949867,0.5723627,0.16174746,0.5723627,0.5723627,0.45949867
222,12291,0.4361389,0.47473577,0.05685081,0.47473577,0.47473577,0.4361389
223,3468,0.44637108,0.43629918,0.055369437,0.43629918,0.43629918,0.44637108
224,15829,0.18848543,0.20802274,0.03489464,0.20802274,0.20802274,0.18848543
225,8922,0.35862765,0.32495695,0.060107853,0.32495695,0.32495695,0.35862765
226,291,0.6156729,0.54954046,0.101518355,0.54954046,0.54954046,0.6156729
227,977,0.1423917,0.28239295,0.059285115,0.28239295,0.28239295,0.1423917
228,14149,0.46872398,0.5194807,0.08179099,0.5194807,0.5194807,0.46872398
229,3463,0.5156072,0.43176904,0.064250715,0.43176904,0.43176904,0.5156072
230,6902,0.49232495,0.47884965,0.08349974,0.47884965,0.47884965,0.49232495
231,15824,0.64857185,0.6032361,0.09304461,0.6032361,0.6032361,0.64857185
232,13495,0.77114123,0.44123843,0.073767215,0.44123843,0.44123843,0.77114123
233,9870,0.20666893,0.21691236,0.04171703,0.21691236,0.21691236,0.20666893
234,11838,0.21217752,0.24782765,0.059757132,0.24782765,0.24782765,0.21217752
235,14870,0.68357986,0.6255443,0.11221669,0.6255443,0.6255443,0.68357986
236,2595,0.5522245,0.58020186,0.092911184,0.58020186,0.58020186,0.5522245
237,12501,0.514362,0.5178291,0.079106905,0.5178291,0.5178291,0.514362
238,13190,0.6199088,0.53211534,0.1078741,0.53211534,0.53211534,0.6199088
239,9314,0.16223897,0.18498984,0.024735365,0.18498984,0.18498984,0.16223897
240,8000,0.4514015,0.40921178,0.079987735,0.40921178,0.40921178,0.4514015
241,5098,0.45053402,0.42197344,0.041439053,0.42197344,0.42197344,0.45053402
242,14850,0.59201825,0.50548077,0.087894924,0.50548077,0.50548077,0.59201825
243,8897,0.45043612,0.44447646,0.0686604,0.44447646,0.44447646,0.45043612
244,5323,0.24822144,0.2149339,0.039225973,0.2149339,0.2149339,0.24822144
245,13396,0.17429186,0.17324284,0.041585483,0.17324284,0.17324284,0.17429186
246,8665,0.23466797,0.30614063,0.078352556,0.30614063,0.30614063,0.23466797
247,10499,0.25267106,0.23576635,0.04893587,0.23576635,0.23576635,0.25267106
248,15813,0.47791937,0.50493157,0.07532868,0.50493157,0.50493157,0.47791937
249,4215,0.6054823,0.5191924,0.08018916,0.5191924,0.5191924,0.6054823
250,7936,0.25857458,0.29272088,0.05480205,0.29272088,0.29272088,0.25857458
251,5849,0.3637632,0.32352844,0.04875341,0.32352844,0.32352844,0.3637632
252,11429,0.32424155,0.33960646,0.046462946,0.33960646,0.33960646,0.32424155
253,2334,0.4612828,0.38264012,0.06272033,0.38264012,0.38264012,0.4612828
254,13230,0.8258808,0.75400746,0.124688596,0.75400746,0.75400746,0.8258808
255,10806,0.38754782,0.42013958,0.061042655,0.42013958,0.42013958,0.38754782
256,15782,0.6428202,0.5592322,0.08430589,0.5592322,0.5592322,0.6428202
257,6466,0.8348994,0.5115362,0.11430366,0.5115362,0.5115362,0.8348994
258,9709,0.46547955,0.48276168,0.0764184,0.48276168,0.48276168,0.46547955
259,11620,0.32820433,0.340015,0.04640662,0.340015,0.340015,0.32820433
260,5868,0.7041896,0.69892395,0.09866876,0.69892395,0.69892395,0.7041896
261,12119,0.703174,0.61874944,0.1333828,0.61874944,0.61874944,0.703174
262,7372,0.42448443,0.4771448,0.06626223,0.4771448,0.4771448,0.42448443
263,10483,0.20589058,0.27662516,0.06638852,0.27662516,0.27662516,0.20589058
264,15452,0.19868666,0.3251867,0.05695417,0.3251867,0.3251867,0.19868666
265,7444,0.44834805,0.4514008,0.04640433,0.4514008,0.4514008,0.44834805
266,4400,0.45542476,0.52130514,0.057897724,0.52130514,0.52130514,0.45542476
267,15308,0.9833861,0.57870454,0.09793617,0.57870454,0.57870454,0.9833861
268,14718,0.41193685,0.37222713,0.048752874,0.37222713,0.37222713,0.41193685
269,13157,0.6072223,0.6168756,0.10672476,0.6168756,0.6168756,0.6072223
270,7150,0.46544304,0.5922139,0.11280557,0.5922139,0.5922139,0.46544304
271,8992,0.4616059,0.3298904,0.054158796,0.3298904,0.3298904,0.4616059
272,8589,0.48398805,0.44100142,0.06669595,0.44100142,0.44100142,0.48398805
273,5363,0.6237867,0.55567557,0.06894746,0.55567557,0.55567557,0.6237867
274,2616,0.47235793,0.5241734,0.07126894,0.5241734,0.5241734,0.47235793
275,5165,0.3496012,0.8576149,0.22218981,0.8576149,0.8576149,0.3496012
276,10095,0.4633143,0.39709496,0.074717574,0.39709496,0.39709496,0.4633143
277,2174,0.8286839,0.7742541,0.23243305,0.7742541,0.7742541,0.8286839
278,9355,0.34231368,0.4556504,0.06510786,0.4556504,0.4556504,0.34231368
279,5333,0.6234869,0.5429983,0.10611339,0.5429983,0.5429983,0.6234869
280,11980,0.15230937,0.17905568,0.028072117,0.17905568,0.17905568,0.15230937
281,10423,0.35377136,0.37676165,0.07417535,0.37676165,0.37676165,0.35377136
282,12742,0.41686055,0.47914556,0.056260865,0.47914556,0.47914556,0.41686055
283,12192,0.49858737,0.5417727,0.08224177,0.5417727,0.5417727,0.49858737
284,15463,0.23046659,0.20718035,0.030229121,0.20718035,0.20718035,0.23046659
285,15766,0.694513,0.39023244,0.08991507,0.39023244,0.39023244,0.694513
286,9661,0.6413178,0.65025854,0.10017224,0.65025854,0.65025854,0.6413178
287,751,0.5662856,0.47589868,0.07164842,0.47589868,0.47589868,0.5662856
288,6883,0.5685531,0.5731345,0.10418636,0.5731345,0.5731345,0.5685531
289,10907,0.44368687,0.80417836,0.18703815,0.80417836,0.80417836,0.44368687
290,11243,0.16723466,0.20231783,0.024928689,0.20231783,0.20231783,0.16723466
291,14973,0.33407208,0.19946837,0.026738523,0.19946837,0.19946837,0.33407208
292,1411,0.59305304,0.6683949,0.10912758,0.6683949,0.6683949,0.59305304
293,4304,0.98024654,0.55690694,0.09004123,0.55690694,0.55690694,0.98024654
294,9880,0.41565916,0.50255024,0.09366088,0.50255024,0.50255024,0.41565916
295,7181,0.7208927,0.5268125,0.06989494,0.5268125,0.5268125,0.7208927
296,4162,0.77325577,0.6436985,0.10308558,0.6436985,0.6436985,0.77325577
297,8373,0.26467174,0.30760193,0.06811525,0.30760193,0.30760193,0.26467174
298,9814,0.48567298,0.61160433,0.110187046,0.61160433,0.61160433,0.48567298
299,1320,0.4758301,0.43969777,0.063916825,0.43969777,0.43969777,0.4758301
300,7741,0.26198655,0.237154,0.03906537,0.237154,0.237154,0.26198655
301,6027,0.4568237,0.41272014,0.06801048,0.41272014,0.41272014,0.4568237
302,11909,0.25735602,0.22401798,0.047406375,0.22401798,0.22401798,0.25735602
303,9088,0.23644465,0.259845,0.043421976,0.259845,0.259845,0.23644465
304,7201,0.18197364,0.20230362,0.0564894,0.20230362,0.20230362,0.18197364
305,12783,0.39964113,0.38127026,0.039419863,0.38127026,0.38127026,0.39964113
306,11507,0.32638818,0.23757836,0.02451752,0.23757836,0.23757836,0.32638818
307,4977,0.71213144,0.523558,0.08232075,0.523558,0.523558,0.71213144
308,12449,0.3298574,0.31474847,0.053831257,0.31474847,0.31474847,0.3298574
309,7581,0.17427549,0.3114488,0.0517302,0.3114488,0.3114488,0.17427549
310,2450,0.36973608,0.4882831,0.11482328,0.4882831,0.4882831,0.36973608
311,4840,0.5498356,0.52584004,0.12803386,0.52584004,0.52584004,0.5498356
312,127,0.65227574,0.4277841,0.0789916,0.4277841,0.4277841,0.65227574
313,4034,0.35613376,0.30546278,0.047996417,0.30546278,0.30546278,0.35613376
314,9778,0.21839178,0.21552163,0.048618786,0.21552163,0.21552163,0.21839178
315,3445,0.7530691,0.6669908,0.09906628,0.6669908,0.6669908,0.7530691
316,99,0.40231436,0.36361343,0.0489411,0.36361343,0.36361343,0.40231436
317,6558,0.33262134,0.39728552,0.061123423,0.39728552,0.39728552,0.33262134
318,7598,0.46026623,0.45730302,0.040267967,0.45730302,0.45730302,0.46026623
319,11250,0.2056132,0.2425633,0.042995572,0.2425633,0.2425633,0.2056132
320,11696,0.26026705,0.27023458,0.038462386,0.27023458,0.27023458,0.26026705
321,10885,0.263345,0.28939292,0.051328536,0.28939292,0.28939292,0.263345
322,7856,0.7117862,0.50113225,0.05357454,0.50113225,0.50113225,0.7117862
323,4520,0.32386252,0.37315038,0.065844476,0.37315038,0.37315038,0.32386252
324,14112,0.22213891,0.5058182,0.07322274,0.5058182,0.5058182,0.22213891
325,4097,0.6872934,0.6189412,0.10143907,0.6189412,0.6189412,0.6872934
326,7273,0.5115957,0.5396836,0.06168121,0.5396836,0.5396836,0.5115957
327,5453,0.4573607,0.39939818,0.064173795,0.39939818,0.39939818,0.4573607
328,3404,0.23345105,0.27937353,0.05039811,0.27937353,0.27937353,0.23345105
329,4549,0.46837077,0.4794202,0.07145141,0.4794202,0.4794202,0.46837077
330,10140,0.37361288,0.42899895,0.055773776,0.42899895,0.42899895,0.37361288
331,11370,0.20169249,0.27503037,0.032927718,0.27503037,0.27503037,0.20169249
332,9688,0.6219546,0.5299597,0.08681007,0.5299597,0.5299597,0.6219546
333,9000,0.39145938,0.54559344,0.06420949,0.54559344,0.54559344,0.39145938
334,14935,0.60691327,0.61219686,0.099786006,0.61219686,0.61219686,0.60691327
335,251,0.38585415,0.56011206,0.0762983,0.56011206,0.56011206,0.38585415
336,5659,0.23734179,0.17999132,0.07282634,0.17999132,0.17999132,0.23734179
337,11513,0.49489808,0.5744843,0.07803449,0.5744843,0.5744843,0.49489808
338,10460,0.4597532,0.63456964,0.10151296,0.63456964,0.63456964,0.4597532
339,15416,0.52442384,0.48309284,0.05336542,0.48309284,0.48309284,0.52442384
