,id,truth_scaled,prediction0,avg_prediction_scaled,prediction,truth
52,3635,0.5140164,0.16912961,0.16912961,0.16912961,0.5140164
53,2684,0.46619675,0.35347962,0.35347962,0.35347962,0.46619675
54,10797,0.19648436,0.19949329,0.19949329,0.19949329,0.19648436
55,1213,0.24373257,0.21155222,0.21155222,0.21155222,0.24373257
56,4671,0.42981088,0.49302635,0.49302635,0.49302635,0.42981088
57,11113,0.77046275,0.54080564,0.54080564,0.54080564,0.77046275
58,4139,0.30589548,0.2123048,0.2123048,0.2123048,0.30589548
59,736,0.51917064,0.37760136,0.37760136,0.37760136,0.51917064
60,15553,0.5006622,0.28195786,0.28195786,0.28195786,0.5006622
61,9595,0.33207095,0.26448882,0.26448882,0.26448882,0.33207095
62,1261,0.21074083,0.14587913,0.14587913,0.14587913,0.21074083
63,1889,0.33711815,0.21818078,0.21818078,0.21818078,0.33711815
64,6594,0.4788467,0.38097894,0.38097894,0.38097894,0.4788467
65,11570,0.6170278,0.38264024,0.38264024,0.38264024,0.6170278
66,9234,0.9175223,0.42305052,0.42305052,0.42305052,0.9175223
67,4762,0.6753135,0.4334196,0.4334196,0.4334196,0.6753135
68,16027,0.36814085,0.16198976,0.16198976,0.16198976,0.36814085
69,5550,0.41347167,0.41055137,0.41055137,0.41055137,0.41347167
70,13525,0.39769432,0.23938271,0.23938271,0.23938271,0.39769432
71,88,0.5614303,0.3561781,0.3561781,0.3561781,0.5614303
72,13853,0.6222113,0.4424986,0.4424986,0.4424986,0.6222113
73,11032,0.2064715,0.22089009,0.22089009,0.22089009,0.2064715
74,4772,0.18730506,0.15573233,0.15573233,0.15573233,0.18730506
75,14666,0.3304129,0.16026726,0.16026726,0.16026726,0.3304129
76,14796,0.2139443,0.16294385,0.16294385,0.16294385,0.2139443
77,11266,0.18806705,0.18227793,0.18227793,0.18227793,0.18806705
78,11226,0.21614963,0.18441972,0.18441972,0.18441972,0.21614963
79,12524,0.47388116,0.2963883,0.2963883,0.2963883,0.47388116
80,720,0.43029404,0.41382217,0.41382217,0.41382217,0.43029404
81,15927,0.3642302,0.22573236,0.22573236,0.22573236,0.3642302
82,15990,0.661335,0.48765397,0.48765397,0.48765397,0.661335
83,5958,0.19129017,0.1608989,0.1608989,0.1608989,0.19129017
84,10522,0.23068754,0.2133642,0.2133642,0.2133642,0.23068754
85,6872,0.51431245,0.41996077,0.41996077,0.41996077,0.51431245
86,16072,0.1542363,0.1564527,0.1564527,0.1564527,0.1542363
87,13096,0.49390718,0.45488712,0.45488712,0.45488712,0.49390718
88,10251,0.1661584,0.17170602,0.17170602,0.17170602,0.1661584
89,123,0.40537155,0.37822115,0.37822115,0.37822115,0.40537155
90,3369,0.49106452,0.438443,0.438443,0.438443,0.49106452
91,2626,0.49005577,0.27023566,0.27023566,0.27023566,0.49005577
92,1748,0.50838387,0.34299922,0.34299922,0.34299922,0.50838387
93,5613,0.42384726,0.3995577,0.3995577,0.3995577,0.42384726
94,8299,0.6183466,0.40167093,0.40167093,0.40167093,0.6183466
95,10356,0.5525488,0.42610097,0.42610097,0.42610097,0.5525488
96,6415,0.42155507,0.44658515,0.44658515,0.44658515,0.42155507
97,2087,0.51298356,0.39194804,0.39194804,0.39194804,0.51298356
98,5228,0.52022827,0.43868625,0.43868625,0.43868625,0.52022827
99,2589,0.9800209,0.42764598,0.42764598,0.42764598,0.9800209
100,8019,0.34997633,0.32576317,0.32576317,0.32576317,0.34997633
101,11321,0.49414915,0.33940005,0.33940005,0.33940005,0.49414915
102,11076,0.21744443,0.16243474,0.16243474,0.16243474,0.21744443
103,9481,0.2988514,0.2797816,0.2797816,0.2797816,0.2988514
104,6037,0.21358657,0.16260089,0.16260089,0.16260089,0.21358657
105,4074,0.19444966,0.14263323,0.14263323,0.14263323,0.19444966
106,6866,0.38329616,0.39672038,0.39672038,0.39672038,0.38329616
107,4193,0.45551527,0.4801712,0.4801712,0.4801712,0.45551527
108,11468,0.4943787,0.46686962,0.46686962,0.46686962,0.4943787
109,3842,0.20736742,0.22932807,0.22932807,0.22932807,0.20736742
110,6436,0.14972606,0.17282455,0.17282455,0.17282455,0.14972606
111,10884,0.24281564,0.17349559,0.17349559,0.17349559,0.24281564
112,2189,0.4861158,0.38028482,0.38028482,0.38028482,0.4861158
113,15170,0.74198455,0.37642896,0.37642896,0.37642896,0.74198455
114,2453,0.40208414,0.24010283,0.24010283,0.24010283,0.40208414
115,11784,0.4197436,0.42508745,0.42508745,0.42508745,0.4197436
116,9612,0.43802112,0.20824227,0.20824227,0.20824227,0.43802112
117,13119,0.2041163,0.15677358,0.15677358,0.15677358,0.2041163
118,6630,0.40752342,0.43448752,0.43448752,0.43448752,0.40752342
119,7709,0.44457144,0.35626224,0.35626224,0.35626224,0.44457144
120,11087,0.49561343,0.463126,0.463126,0.463126,0.49561343
121,2145,0.29976064,0.46466094,0.46466094,0.46466094,0.29976064
122,14974,0.2019847,0.15056151,0.15056151,0.15056151,0.2019847
123,1655,0.3203493,0.17323902,0.17323902,0.17323902,0.3203493
124,12058,0.44789356,0.31006506,0.31006506,0.31006506,0.44789356
125,6741,0.31285942,0.22450386,0.22450386,0.22450386,0.31285942
126,9682,0.40633833,0.3673514,0.3673514,0.3673514,0.40633833
127,6831,0.22368015,0.18650328,0.18650328,0.18650328,0.22368015
128,12973,0.5550136,0.5080131,0.5080131,0.5080131,0.5550136
129,304,0.7005658,0.39978433,0.39978433,0.39978433,0.7005658
130,14399,0.41385257,0.1729933,0.1729933,0.1729933,0.41385257
131,10546,0.27367157,0.1767773,0.1767773,0.1767773,0.27367157
132,4353,0.40285563,0.43691778,0.43691778,0.43691778,0.40285563
133,10550,0.35161692,0.42089188,0.42089188,0.42089188,0.35161692
134,2405,0.34048045,0.29078484,0.29078484,0.29078484,0.34048045
135,6803,0.20224649,0.16894549,0.16894549,0.16894549,0.20224649
136,426,0.33469233,0.2634848,0.2634848,0.2634848,0.33469233
137,5747,0.45074895,0.30903098,0.30903098,0.30903098,0.45074895
138,5375,0.15489438,0.1598405,0.1598405,0.1598405,0.15489438
139,12176,0.4937624,0.43487763,0.43487763,0.43487763,0.4937624
140,12184,0.18477239,0.28745198,0.28745198,0.28745198,0.18477239
141,101,0.16454618,0.16975246,0.16975246,0.16975246,0.16454618
142,5459,0.6014747,0.39324635,0.39324635,0.39324635,0.6014747
143,9368,0.21282266,0.15961197,0.15961197,0.15961197,0.21282266
144,15989,0.20765968,0.1682238,0.1682238,0.1682238,0.20765968
145,7716,0.76138866,0.3910008,0.3910008,0.3910008,0.76138866
146,14847,0.48909584,0.2888804,0.2888804,0.2888804,0.48909584
147,15845,0.18607953,0.10117933,0.10117933,0.10117933,0.18607953
148,7885,0.22283727,0.1917268,0.1917268,0.1917268,0.22283727
149,10263,0.25689724,0.17319039,0.17319039,0.17319039,0.25689724
150,9717,0.9485983,0.47386283,0.47386283,0.47386283,0.9485983
151,12409,0.40850464,0.31458157,0.31458157,0.31458157,0.40850464
152,10005,0.50577015,0.40562218,0.40562218,0.40562218,0.50577015
153,11265,0.559195,0.34451282,0.34451282,0.34451282,0.559195
154,14218,0.70804954,0.4278084,0.4278084,0.4278084,0.70804954
155,1935,0.63188374,0.36725065,0.36725065,0.36725065,0.63188374
156,10252,0.41628402,0.27907956,0.27907956,0.27907956,0.41628402
157,6162,0.8621481,0.41849753,0.41849753,0.41849753,0.8621481
158,9318,0.40338746,0.21533196,0.21533196,0.21533196,0.40338746
159,7671,0.5170137,0.48698866,0.48698866,0.48698866,0.5170137
160,2154,0.44455987,0.16961297,0.16961297,0.16961297,0.44455987
161,3745,0.4494074,0.401894,0.401894,0.401894,0.4494074
162,9360,0.2503802,0.17346758,0.17346758,0.17346758,0.2503802
163,5094,0.41501,0.41812178,0.41812178,0.41812178,0.41501
164,3651,0.40347722,0.13863942,0.13863942,0.13863942,0.40347722
165,14022,0.4587638,0.30517977,0.30517977,0.30517977,0.4587638
166,5963,0.42866036,0.3706053,0.3706053,0.3706053,0.42866036
167,2177,0.76745546,0.47631925,0.47631925,0.47631925,0.76745546
168,10548,0.4323429,0.31190714,0.31190714,0.31190714,0.4323429
169,13291,0.541386,0.35145068,0.35145068,0.35145068,0.541386
170,8009,0.23253432,0.16699201,0.16699201,0.16699201,0.23253432
171,14553,0.4787569,0.4436061,0.4436061,0.4436061,0.4787569
172,15476,0.56612116,0.35455158,0.35455158,0.35455158,0.56612116
173,9383,0.23575279,0.23208497,0.23208497,0.23208497,0.23575279
174,11340,0.42206025,0.38511968,0.38511968,0.38511968,0.42206025
175,4089,0.45815927,0.30560493,0.30560493,0.30560493,0.45815927
176,11967,0.42349458,0.38634634,0.38634634,0.38634634,0.42349458
177,9418,0.31399336,0.17866802,0.17866802,0.17866802,0.31399336
178,10496,0.54889876,0.33698425,0.33698425,0.33698425,0.54889876
179,169,0.30046174,0.1826111,0.1826111,0.1826111,0.30046174
180,12278,0.27644485,0.3199557,0.3199557,0.3199557,0.27644485
181,6202,0.5274919,0.50640845,0.50640845,0.50640845,0.5274919
182,4863,0.49661595,0.33798712,0.33798712,0.33798712,0.49661595
183,1199,0.20602006,0.1750381,0.1750381,0.1750381,0.20602006
184,735,0.69826823,0.47447717,0.47447717,0.47447717,0.69826823
185,5562,0.6771031,0.32349592,0.32349592,0.32349592,0.6771031
186,7300,0.4753094,0.33067498,0.33067498,0.33067498,0.4753094
187,2439,0.61298025,0.4598175,0.4598175,0.4598175,0.61298025
188,8284,0.28646123,0.16221419,0.16221419,0.16221419,0.28646123
189,10721,0.63179535,0.6125697,0.6125697,0.6125697,0.63179535
190,15910,0.83853287,0.54473317,0.54473317,0.54473317,0.83853287
191,3288,0.18785311,0.17511177,0.17511177,0.17511177,0.18785311
192,12036,0.14187364,0.15785061,0.15785061,0.15785061,0.14187364
193,4337,0.31407422,0.2951904,0.2951904,0.2951904,0.31407422
194,1984,0.20837538,0.17790282,0.17790282,0.17790282,0.20837538
195,7953,0.16312361,0.14213677,0.14213677,0.14213677,0.16312361
196,6070,0.65872085,0.3971871,0.3971871,0.3971871,0.65872085
197,8372,0.15236324,0.15189414,0.15189414,0.15189414,0.15236324
198,8541,0.45120916,0.43408814,0.43408814,0.43408814,0.45120916
199,4329,0.69808394,0.4892913,0.4892913,0.4892913,0.69808394
200,5015,0.4272803,0.40672666,0.40672666,0.40672666,0.4272803
201,6853,0.3625356,0.22081497,0.22081497,0.22081497,0.3625356
202,5900,0.31412613,0.29328027,0.29328027,0.29328027,0.31412613
203,3449,0.4068137,0.13974708,0.13974708,0.13974708,0.4068137
204,4119,0.15252243,0.15049729,0.15049729,0.15049729,0.15252243
205,5652,0.49477854,0.4335805,0.4335805,0.4335805,0.49477854
206,7792,0.61066526,0.49455005,0.49455005,0.49455005,0.61066526
207,3865,0.41609812,0.4133248,0.4133248,0.4133248,0.41609812
208,387,0.47979143,0.41522998,0.41522998,0.41522998,0.47979143
209,1632,0.14373071,0.16259171,0.16259171,0.16259171,0.14373071
210,150,0.81340563,0.66607535,0.66607535,0.66607535,0.81340563
211,6685,0.51325923,0.45051464,0.45051464,0.45051464,0.51325923
212,6050,0.3025756,0.15290819,0.15290819,0.15290819,0.3025756
213,13195,0.2922015,0.22206181,0.22206181,0.22206181,0.2922015
214,7887,0.69267696,0.37823087,0.37823087,0.37823087,0.69267696
215,14036,0.6177137,0.40928596,0.40928596,0.40928596,0.6177137
216,13702,0.25217676,0.16672695,0.16672695,0.16672695,0.25217676
217,5598,0.41719416,0.18400256,0.18400256,0.18400256,0.41719416
218,9125,0.7337299,0.50532305,0.50532305,0.50532305,0.7337299
219,12121,0.1881231,0.17370658,0.17370658,0.17370658,0.1881231
220,14913,0.47144437,0.4196709,0.4196709,0.4196709,0.47144437
221,6501,0.45949867,0.3983944,0.3983944,0.3983944,0.45949867
222,12291,0.4361389,0.3884432,0.3884432,0.3884432,0.4361389
223,3468,0.44637108,0.41641656,0.41641656,0.41641656,0.44637108
224,15829,0.18848543,0.15993404,0.15993404,0.15993404,0.18848543
225,8922,0.35862765,0.2566658,0.2566658,0.2566658,0.35862765
226,291,0.6156729,0.39105546,0.39105546,0.39105546,0.6156729
227,977,0.1423917,0.12621576,0.12621576,0.12621576,0.1423917
228,14149,0.46872398,0.45438713,0.45438713,0.45438713,0.46872398
229,3463,0.5156072,0.39012146,0.39012146,0.39012146,0.5156072
230,6902,0.49232495,0.4019445,0.4019445,0.4019445,0.49232495
231,15824,0.64857185,0.33103925,0.33103925,0.33103925,0.64857185
232,13495,0.77114123,0.3738138,0.3738138,0.3738138,0.77114123
233,9870,0.20666893,0.15731062,0.15731062,0.15731062,0.20666893
234,11838,0.21217752,0.18904835,0.18904835,0.18904835,0.21217752
235,14870,0.68357986,0.4778326,0.4778326,0.4778326,0.68357986
236,2595,0.5522245,0.4736794,0.4736794,0.4736794,0.5522245
237,12501,0.514362,0.42582357,0.42582357,0.42582357,0.514362
238,13190,0.6199088,0.42823094,0.42823094,0.42823094,0.6199088
239,9314,0.16223897,0.1383802,0.1383802,0.1383802,0.16223897
240,8000,0.4514015,0.29005635,0.29005635,0.29005635,0.4514015
241,5098,0.45053402,0.28460202,0.28460202,0.28460202,0.45053402
242,14850,0.59201825,0.46389344,0.46389344,0.46389344,0.59201825
243,8897,0.45043612,0.3636487,0.3636487,0.3636487,0.45043612
244,5323,0.24822144,0.19176361,0.19176361,0.19176361,0.24822144
245,13396,0.17429186,0.14826784,0.14826784,0.14826784,0.17429186
246,8665,0.23466797,0.17565471,0.17565471,0.17565471,0.23466797
247,10499,0.25267106,0.16457611,0.16457611,0.16457611,0.25267106
248,15813,0.47791937,0.4581963,0.4581963,0.4581963,0.47791937
249,4215,0.6054823,0.46404845,0.46404845,0.46404845,0.6054823
250,7936,0.25857458,0.189699,0.189699,0.189699,0.25857458
251,5849,0.3637632,0.26369312,0.26369312,0.26369312,0.3637632
252,11429,0.32424155,0.37441465,0.37441465,0.37441465,0.32424155
253,2334,0.4612828,0.22485644,0.22485644,0.22485644,0.4612828
254,13230,0.8258808,0.35710466,0.35710466,0.35710466,0.8258808
255,10806,0.38754782,0.37189645,0.37189645,0.37189645,0.38754782
256,15782,0.6428202,0.4267063,0.4267063,0.4267063,0.6428202
257,6466,0.8348994,0.36627367,0.36627367,0.36627367,0.8348994
258,9709,0.46547955,0.30655646,0.30655646,0.30655646,0.46547955
259,11620,0.32820433,0.3153754,0.3153754,0.3153754,0.32820433
260,5868,0.7041896,0.5520848,0.5520848,0.5520848,0.7041896
261,12119,0.703174,0.48465952,0.48465952,0.48465952,0.703174
262,7372,0.42448443,0.39351955,0.39351955,0.39351955,0.42448443
263,10483,0.20589058,0.21692163,0.21692163,0.21692163,0.20589058
264,15452,0.19868666,0.22863756,0.22863756,0.22863756,0.19868666
265,7444,0.44834805,0.29285052,0.29285052,0.29285052,0.44834805
266,4400,0.45542476,0.43241042,0.43241042,0.43241042,0.45542476
267,15308,0.9833861,0.46294945,0.46294945,0.46294945,0.9833861
268,14718,0.41193685,0.21763958,0.21763958,0.21763958,0.41193685
269,13157,0.6072223,0.486543,0.486543,0.486543,0.6072223
270,7150,0.46544304,0.46034685,0.46034685,0.46034685,0.46544304
271,8992,0.4616059,0.34994945,0.34994945,0.34994945,0.4616059
272,8589,0.48398805,0.40174913,0.40174913,0.40174913,0.48398805
273,5363,0.6237867,0.48408726,0.48408726,0.48408726,0.6237867
274,2616,0.47235793,0.37218586,0.37218586,0.37218586,0.47235793
275,5165,0.3496012,0.34077346,0.34077346,0.34077346,0.3496012
276,10095,0.4633143,0.45005155,0.45005155,0.45005155,0.4633143
277,2174,0.8286839,0.4501992,0.4501992,0.4501992,0.8286839
278,9355,0.34231368,0.41193312,0.41193312,0.41193312,0.34231368
279,5333,0.6234869,0.43540686,0.43540686,0.43540686,0.6234869
280,11980,0.15230937,0.15588443,0.15588443,0.15588443,0.15230937
281,10423,0.35377136,0.3135804,0.3135804,0.3135804,0.35377136
282,12742,0.41686055,0.45883614,0.45883614,0.45883614,0.41686055
283,12192,0.49858737,0.39543033,0.39543033,0.39543033,0.49858737
284,15463,0.23046659,0.15506825,0.15506825,0.15506825,0.23046659
285,15766,0.694513,0.29889533,0.29889533,0.29889533,0.694513
286,9661,0.6413178,0.52328676,0.52328676,0.52328676,0.6413178
287,751,0.5662856,0.40307367,0.40307367,0.40307367,0.5662856
288,6883,0.5685531,0.43959835,0.43959835,0.43959835,0.5685531
289,10907,0.44368687,0.3250686,0.3250686,0.3250686,0.44368687
290,11243,0.16723466,0.16351828,0.16351828,0.16351828,0.16723466
291,14973,0.33407208,0.15488401,0.15488401,0.15488401,0.33407208
292,1411,0.59305304,0.5145847,0.5145847,0.5145847,0.59305304
293,4304,0.98024654,0.42597038,0.42597038,0.42597038,0.98024654
294,9880,0.41565916,0.42103228,0.42103228,0.42103228,0.41565916
295,7181,0.7208927,0.44503978,0.44503978,0.44503978,0.7208927
296,4162,0.77325577,0.5152062,0.5152062,0.5152062,0.77325577
297,8373,0.26467174,0.18510658,0.18510658,0.18510658,0.26467174
298,9814,0.48567298,0.49670994,0.49670994,0.49670994,0.48567298
299,1320,0.4758301,0.3625542,0.3625542,0.3625542,0.4758301
300,7741,0.26198655,0.16097951,0.16097951,0.16097951,0.26198655
301,6027,0.4568237,0.36905378,0.36905378,0.36905378,0.4568237
302,11909,0.25735602,0.16266525,0.16266525,0.16266525,0.25735602
303,9088,0.23644465,0.15377922,0.15377922,0.15377922,0.23644465
304,7201,0.18197364,0.16920625,0.16920625,0.16920625,0.18197364
305,12783,0.39964113,0.33849406,0.33849406,0.33849406,0.39964113
306,11507,0.32638818,0.20871948,0.20871948,0.20871948,0.32638818
307,4977,0.71213144,0.36226612,0.36226612,0.36226612,0.71213144
308,12449,0.3298574,0.23446587,0.23446587,0.23446587,0.3298574
309,7581,0.17427549,0.18336223,0.18336223,0.18336223,0.17427549
310,2450,0.36973608,0.33513868,0.33513868,0.33513868,0.36973608
311,4840,0.5498356,0.4374306,0.4374306,0.4374306,0.5498356
312,127,0.65227574,0.33197555,0.33197555,0.33197555,0.65227574
313,4034,0.35613376,0.35531262,0.35531262,0.35531262,0.35613376
314,9778,0.21839178,0.219589,0.219589,0.219589,0.21839178
315,3445,0.7530691,0.43003112,0.43003112,0.43003112,0.7530691
316,99,0.40231436,0.31949037,0.31949037,0.31949037,0.40231436
317,6558,0.33262134,0.33081537,0.33081537,0.33081537,0.33262134
318,7598,0.46026623,0.377744,0.377744,0.377744,0.46026623
319,11250,0.2056132,0.1900528,0.1900528,0.1900528,0.2056132
320,11696,0.26026705,0.18992653,0.18992653,0.18992653,0.26026705
321,10885,0.263345,0.23172498,0.23172498,0.23172498,0.263345
322,7856,0.7117862,0.3733895,0.3733895,0.3733895,0.7117862
323,4520,0.32386252,0.26753607,0.26753607,0.26753607,0.32386252
324,14112,0.22213891,0.37444717,0.37444717,0.37444717,0.22213891
325,4097,0.6872934,0.45758986,0.45758986,0.45758986,0.6872934
326,7273,0.5115957,0.38734695,0.38734695,0.38734695,0.5115957
327,5453,0.4573607,0.32878244,0.32878244,0.32878244,0.4573607
328,3404,0.23345105,0.2200793,0.2200793,0.2200793,0.23345105
329,4549,0.46837077,0.32325035,0.32325035,0.32325035,0.46837077
330,10140,0.37361288,0.30873,0.30873,0.30873,0.37361288
331,11370,0.20169249,0.19791481,0.19791481,0.19791481,0.20169249
332,9688,0.6219546,0.41378534,0.41378534,0.41378534,0.6219546
333,9000,0.39145938,0.43538672,0.43538672,0.43538672,0.39145938
334,14935,0.60691327,0.48781186,0.48781186,0.48781186,0.60691327
335,251,0.38585415,0.44066447,0.44066447,0.44066447,0.38585415
336,5659,0.23734179,0.26316988,0.26316988,0.26316988,0.23734179
337,11513,0.49489808,0.47697306,0.47697306,0.47697306,0.49489808
338,10460,0.4597532,0.51730466,0.51730466,0.51730466,0.4597532
339,15416,0.52442384,0.42612284,0.42612284,0.42612284,0.52442384
340,7007,0.4041949,0.4061408,0.4061408,0.4061408,0.4041949
341,7838,0.40104327,0.3089361,0.3089361,0.3089361,0.40104327
342,2227,0.2425497,0.15919356,0.15919356,0.15919356,0.2425497
343,14518,0.55427665,0.37355196,0.37355196,0.37355196,0.55427665
344,11110,0.45427737,0.3559545,0.3559545,0.3559545,0.45427737
345,4560,0.532055,0.38261038,0.38261038,0.38261038,0.532055
346,2448,0.21505402,0.15506056,0.15506056,0.15506056,0.21505402
347,6561,0.4366338,0.36417782,0.36417782,0.36417782,0.4366338
348,8268,0.6102847,0.41737813,0.41737813,0.41737813,0.6102847
349,2859,0.52025414,0.4276077,0.4276077,0.4276077,0.52025414
350,13710,0.60359675,0.35764968,0.35764968,0.35764968,0.60359675
351,1071,0.20317137,0.18214491,0.18214491,0.18214491,0.20317137
352,6181,0.41475293,0.296348,0.296348,0.296348,0.41475293
353,1358,0.6035516,0.34499115,0.34499115,0.34499115,0.6035516
354,14393,0.4757254,0.4517965,0.4517965,0.4517965,0.4757254
355,12225,0.26300913,0.18559325,0.18559325,0.18559325,0.26300913
356,2856,0.52098167,0.31340924,0.31340924,0.31340924,0.52098167
357,2308,0.4831287,0.44860798,0.44860798,0.44860798,0.4831287
358,9246,0.507566,0.4121841,0.4121841,0.4121841,0.507566
359,15163,0.61890715,0.42848027,0.42848027,0.42848027,0.61890715
360,14122,0.4847816,0.3789108,0.3789108,0.3789108,0.4847816
361,3194,0.56326634,0.42641446,0.42641446,0.42641446,0.56326634
362,10240,0.7077774,0.41528666,0.41528666,0.41528666,0.7077774
363,1163,0.58581257,0.45080703,0.45080703,0.45080703,0.58581257
364,6888,0.44280156,0.3371783,0.3371783,0.3371783,0.44280156
365,3698,0.15480979,0.15161777,0.15161777,0.15161777,0.15480979
366,9445,0.35035366,0.24301474,0.24301474,0.24301474,0.35035366
367,15526,0.23873487,0.17954679,0.17954679,0.17954679,0.23873487
368,13368,0.50679034,0.31040308,0.31040308,0.31040308,0.50679034
369,13048,0.19194694,0.1455285,0.1455285,0.1455285,0.19194694
370,7292,0.2399221,0.15101393,0.15101393,0.15101393,0.2399221
371,6818,0.63645595,0.5178621,0.5178621,0.5178621,0.63645595
372,7874,0.43452343,0.20781028,0.20781028,0.20781028,0.43452343
373,1983,0.4605358,0.56733525,0.56733525,0.56733525,0.4605358
374,1684,0.429009,0.26033196,0.26033196,0.26033196,0.429009
375,3656,0.21173048,0.15331408,0.15331408,0.15331408,0.21173048
376,11963,0.39674616,0.40471324,0.40471324,0.40471324,0.39674616
377,15960,0.3219906,0.3374341,0.3374341,0.3374341,0.3219906
378,5564,0.19449219,0.15482861,0.15482861,0.15482861,0.19449219
379,3898,0.77308565,0.49215963,0.49215963,0.49215963,0.77308565
380,2830,0.2658778,0.3998629,0.3998629,0.3998629,0.2658778
381,15230,0.26527467,0.1661584,0.1661584,0.1661584,0.26527467
382,6177,0.39747944,0.24540271,0.24540271,0.24540271,0.39747944
383,13098,0.36875358,0.16264406,0.16264406,0.16264406,0.36875358
384,1720,0.41643485,0.45150676,0.45150676,0.45150676,0.41643485
385,15175,0.36945006,0.26590988,0.26590988,0.26590988,0.36945006
386,1346,0.27938753,0.27641505,0.27641505,0.27641505,0.27938753
387,13893,0.79563826,0.53926605,0.53926605,0.53926605,0.79563826
388,8700,0.1860157,0.24264517,0.24264517,0.24264517,0.1860157
389,2319,0.58748376,0.4096241,0.4096241,0.4096241,0.58748376
390,11020,0.4076402,0.1624366,0.1624366,0.1624366,0.4076402
391,13416,0.3927289,0.2604971,0.2604971,0.2604971,0.3927289
392,5888,0.2077314,0.21435127,0.21435127,0.21435127,0.2077314
393,10810,0.23851731,0.18148363,0.18148363,0.18148363,0.23851731
394,10796,0.21577194,0.21574052,0.21574052,0.21574052,0.21577194
395,13053,0.55703044,0.4260822,0.4260822,0.4260822,0.55703044
396,1747,0.46350497,0.35780522,0.35780522,0.35780522,0.46350497
397,5678,0.34820086,0.22988623,0.22988623,0.22988623,0.34820086
398,4012,0.18594407,0.17709753,0.17709753,0.17709753,0.18594407
399,12821,0.6008406,0.46875855,0.46875855,0.46875855,0.6008406
