,ids,truth,pred,pred_std
0,2678,0.3810026700046451,0.4377833493364708,0.11029218006590351
1,3919,0.2473925565691684,0.2248977116774479,0.04204995521717633
2,828,0.5450841109029896,0.5332130309260149,0.08376017265273474
3,10972,0.1680935643615466,0.48616882049145826,0.18207338883985555
4,15974,0.4045518044193343,0.4053130873384241,0.09072246714415581
5,4688,0.2214630401481435,0.19256226298225734,0.0456522916955766
6,102,0.2013732508123676,0.29679047550904814,0.14515915630168502
7,6921,0.6623417135574562,0.5319712285395638,0.12697633743122688
8,3383,0.3963761685670046,0.30284544248097506,0.06708151963265917
9,2935,0.5112077139318543,0.5196571290363251,0.06902198964150594
10,7704,0.2650437186683096,0.3277244346255312,0.13477003778656713
11,1453,0.2974217327186704,0.20351896297805067,0.042956266695900074
12,5168,0.5964593469701067,0.6886737824018286,0.14216592361290328
13,9657,0.4059806975161222,0.5104551010652209,0.14415386086887094
14,11501,0.5024980362334286,0.5887288534614207,0.12166668988503204
15,13010,0.7753478089685492,0.5985981725986232,0.15066474198840632
16,5692,0.1943570626874081,0.29000818427797287,0.09171694495114065
17,3043,0.5021492592138287,0.5912868734689897,0.17058177604491248
18,12885,0.1935075474988097,0.2445668308318989,0.05163255652499041
19,13548,0.5326388832978869,0.566412031839267,0.10913700284380863
20,14635,0.2007678808914096,0.18760999560126831,0.04990852163983064
21,5786,0.2371964107717675,0.2647397903301327,0.07596685556825734
22,3425,0.5022165030790452,0.4332613970721287,0.1261741945576543
23,14911,0.3901145804890674,0.31716874488918706,0.06870989182704136
24,7921,0.9680748921743592,0.5541666018006874,0.10383369586162661
25,8585,0.7098354369353366,0.6183018255024612,0.11382623972523924
26,15038,0.400961840804302,0.5187069201211052,0.09427648291848358
27,3616,0.1660829619605387,0.22138104110233528,0.06623182501218954
28,2676,0.1670368883929839,0.27714492904120347,0.06000548264046336
29,12682,0.9112517585767688,0.5945208751404619,0.16492566157868865
30,2948,0.4104723055265782,0.5136585930418451,0.08844058803784485
31,11790,0.2281315997145034,0.23122799351204612,0.07916830945230623
32,14954,0.241665063498535,0.3290533828902806,0.11042390914690972
33,6367,0.5089719929526475,0.5356068887801325,0.15579133090438263
34,9997,0.6806264796843006,0.670035085167646,0.11620835216701815
35,8485,0.341976579937078,0.4331666123440133,0.12268936309639933
36,14778,0.4228073954774404,0.5138445592074955,0.12890742544346132
37,14041,0.1701771578017942,0.2367467235494034,0.043641299869481696
38,6529,0.6036342155269725,0.5787457025593773,0.07799876486270842
39,11518,0.1842703646233682,0.26803677773269313,0.1894175706817692
40,12227,0.5520932320741095,0.5306469238250567,0.10637091810664866
41,2861,0.2911604999686695,0.2845432600587173,0.09717701474454656
42,6339,0.4537516902644155,0.6588623712155113,0.16918675728554222
43,7584,0.4160852030072942,0.5098604244754564,0.12595113613438016
44,2932,0.5691185608587098,0.5111646202195635,0.10029990681734376
45,9862,0.1790116623688161,0.17178112708668938,0.025500251983558868
46,4375,0.4650523607247027,0.36220073563861716,0.11170550872408423
47,11930,0.2371011197946401,0.2493453859034455,0.07677985079437089
48,11281,0.2582616521444688,0.30409583455813105,0.0775194067104385
49,6333,0.3950189814992084,0.5483648728138294,0.1534083870712429
50,12959,0.6961883911918044,0.5236020006973735,0.08391066965331312
51,14102,0.7020339133662645,0.4695146214322707,0.11354951938609681
52,3635,0.5140163984468341,0.3275937768632848,0.09831713668241562
53,2684,0.4661967500705744,0.5021440105703393,0.1503772619734343
54,10797,0.1964843599234373,0.2621574091614891,0.1030188010183233
55,1213,0.2437325771463232,0.24940878486654408,0.03856666875633283
56,4671,0.4298108832231986,0.5365485156914327,0.11778272499796089
57,11113,0.7704627763646202,0.659435781933579,0.13297155664878
58,4139,0.3058954691100837,0.3984749477670016,0.08104494331064173
59,736,0.5191706134298522,0.5126324595293577,0.0935567188249277
60,15553,0.5006622281623502,0.43242455621469067,0.09417057759049423
61,9595,0.33207094188863,0.3774475457543185,0.06189721806186422
62,1261,0.2107408320536989,0.2438766810487489,0.0922100315983698
63,1889,0.3371181436898778,0.3443718821279398,0.03885059908196689
64,6594,0.4788466904310721,0.4870737997104437,0.11731215465023861
65,11570,0.6170277907760012,0.5863521955687918,0.10820800474563698
66,9234,0.9175223268198748,0.5077986708783259,0.09552300320840698
67,4762,0.6753134997445945,0.5818808441438746,0.14139397056498587
68,16027,0.3681408346472518,0.20831790144133794,0.07409341065536947
69,5550,0.4134716570181723,0.4951551132240657,0.09782452778098687
70,13525,0.3976943059147509,0.3712205616895774,0.10345443196608566
71,88,0.5614302891092927,0.4780650643382582,0.09312580359031832
72,13853,0.6222112780386377,0.5620551812073522,0.11624892784200751
73,11032,0.2064715071084972,0.2522942226994915,0.05510625419599522
74,4772,0.1873050658296961,0.20555907319498118,0.05264946456373955
75,14666,0.3304129003332302,0.29075283602550395,0.09158236263841206
76,14796,0.2139442988839751,0.23686924479960203,0.055525891438462205
77,11266,0.188067050308766,0.3187568347520474,0.07789165295034885
78,11226,0.2161496254845923,0.2407143360064556,0.06191329941600687
79,12524,0.4738811434381736,0.436764564208766,0.12313639951187248
80,720,0.4302940448482079,0.4709873559040541,0.09258014764105003
81,15927,0.3642301843283994,0.2842283931306577,0.098965665657883
82,15990,0.6613350029278552,0.6435147325439037,0.10285465969476909
83,5958,0.1912901740835994,0.2332697226526571,0.07032745193854158
84,10522,0.2306875473354311,0.27115517385317844,0.07982577711292947
85,6872,0.5143124381874432,0.49123493306666055,0.06945299120498993
86,16072,0.1542362974355651,0.22344747317908834,0.08010811084898023
87,13096,0.4939071828540128,0.5534376823808477,0.10374232511176869
88,10251,0.1661583980049737,0.22856665323242564,0.05812314962738563
89,123,0.4053715413941635,0.4597585276805032,0.0626938965072071
90,3369,0.491064524268806,0.5550206420885341,0.10667360127306501
91,2626,0.4900557597552727,0.4188146717475931,0.15746644661247092
92,1748,0.508383897253081,0.5779529596038805,0.1788933185229307
93,5613,0.4238472640771438,0.48439887664278003,0.09489316186560905
94,8299,0.6183465961149783,0.5492187390392546,0.08923087373845025
95,10356,0.5525488386079974,0.5514665926011034,0.046757338389862235
96,6415,0.4215550751082998,0.5481772977499493,0.13930543041482055
97,2087,0.5129835840741935,0.5675072048072916,0.1625467839016979
98,5228,0.520228285481696,0.5390786333547948,0.13120364972886167
99,2589,0.980020875493108,0.5936468942381132,0.1430236806824311
100,8019,0.3499763312389266,0.38861667473132877,0.09152480038389668
101,11321,0.4941491475735768,0.5195844826041028,0.10896197167706576
102,11076,0.217444432663137,0.2074203662741975,0.03833223942371493
103,9481,0.2988513872017214,0.43194437662565877,0.09831683005726964
104,6037,0.2135865749241486,0.2090001764980656,0.04185925030130534
105,4074,0.1944496682119594,0.2085010193823256,0.04821620943626735
106,6866,0.3832961612319782,0.43620987597043637,0.13379553205034259
107,4193,0.4555152520427514,0.5825042123015726,0.21303449404009275
108,11468,0.4943786964901965,0.5954319135678017,0.1258702188717657
109,3842,0.2073674194745402,0.30561414068593346,0.09543266787226527
110,6436,0.1497260600353851,0.18812041000371074,0.04584403389392036
111,10884,0.2428156494635923,0.3212203648714562,0.10450658427608021
112,2189,0.4861158214391498,0.520228187130765,0.11474773224774909
113,15170,0.7419845587867255,0.5788642877029756,0.12799753885123535
114,2453,0.4020841339053497,0.34600392836091826,0.10342366507558805
115,11784,0.4197436072150154,0.5232625712857211,0.11673076485409216
116,9612,0.4380211161042124,0.33863755150276825,0.07426811835587374
117,13119,0.2041162970206709,0.18234282759920425,0.03285409518869424
118,6630,0.4075234108253256,0.4433508070355186,0.08628160258641018
119,7709,0.444571437510511,0.5260396926344537,0.17182020297579068
120,11087,0.49561343220144,0.5095903638757621,0.1357240180263094
121,2145,0.2997606431035922,0.49173148068042655,0.16755322749709262
122,14974,0.2019847039951751,0.21459973420116976,0.044771900365990755
123,1655,0.3203493045184833,0.3275725728418752,0.06763587278674571
124,12058,0.447893571383711,0.4292164716189501,0.07275614502150494
125,6741,0.312859409154818,0.2558678244046324,0.04903626387456246
126,9682,0.4063383409214522,0.43261429398636686,0.0619704495015854
127,6831,0.2236801589573012,0.23644039957259883,0.07247515457869916
128,12973,0.5550135882767094,0.5578626789790397,0.08968083818735798
129,304,0.7005658297809376,0.5156961178894341,0.17949404287116763
130,14399,0.4138525857677712,0.28905631558396044,0.07601695178223451
131,10546,0.2736715643317758,0.24288641122071117,0.061504281900441396
132,4353,0.4028556253271571,0.5179581132024835,0.13978623668384355
133,10550,0.3516169299382312,0.4276458274796128,0.05920549672817115
134,2405,0.3404804340137446,0.36721510202768637,0.07654737004180648
135,6803,0.2022464844343478,0.21073526778440294,0.03530518982052397
136,426,0.3346923223358357,0.29555974371617477,0.060731502934075914
137,5747,0.4507489560572902,0.4375853485823174,0.10464409514995006
138,5375,0.1548943792858965,0.20785267892781442,0.04340746605421206
139,12176,0.4937623911448345,0.45473862527718034,0.09290743364976298
140,12184,0.1847723812373958,0.2834903343796139,0.07518357835049269
141,101,0.1645461826670325,0.2899389112446417,0.09994862907372482
142,5459,0.601474696474448,0.49521099470055385,0.13050798331472288
143,9368,0.2128226598990624,0.22493034183552163,0.057650571415630784
144,15989,0.2076596803494776,0.33206441282960014,0.09064564532447532
145,7716,0.7613886744768797,0.5066183655760996,0.10511016542694193
146,14847,0.4890958257924892,0.4378321555685155,0.10441666237028309
147,15845,0.1860795364350053,0.43259690658417016,0.21565621740064075
148,7885,0.2228372691434089,0.23042253682323452,0.06062978196169751
149,10263,0.2568972515989297,0.2852532011136134,0.0834128295221551
150,9717,0.9485982972677868,0.5695077396084812,0.12035334417220826
151,12409,0.4085046398704982,0.5841008933216197,0.1936061304826051
152,10005,0.5057701615225196,0.5029200437022848,0.06141376273208896
153,11265,0.5591949734031663,0.5512080329170098,0.1243202366234672
154,14218,0.7080495205972627,0.6025463677534618,0.12669817207014597
155,1935,0.6318837230508472,0.5877986272788097,0.13638154357610494
156,10252,0.4162840288545206,0.3895006849042349,0.08419926293381153
157,6162,0.8621480895726111,0.5287853227644903,0.13487137106372782
158,9318,0.4033874497923703,0.4012475398320201,0.1067489928126694
159,7671,0.5170137394687383,0.6141182392920735,0.12993939766675552
160,2154,0.4445598741583199,0.20143203179677152,0.06135907430790239
161,3745,0.4494073938758352,0.505230543962303,0.11648862417616791
162,9360,0.2503801945259726,0.21571157692002946,0.046885330239730766
163,5094,0.4150100063275,0.522068758353917,0.10660931543476347
164,3651,0.4034772148169663,0.30141807610443755,0.12188709959241997
165,14022,0.4587638164947719,0.5121291923372211,0.13516110527513173
166,5963,0.4286603761169184,0.4272657156985047,0.09231409480699498
167,2177,0.7674554318641175,0.661029775118668,0.1535343640915616
168,10548,0.4323428729979792,0.6043576472225659,0.13929448314407683
169,13291,0.5413859885310194,0.4750018362143903,0.06029077903001208
170,8009,0.2325343151691086,0.2330000519465049,0.055248614624275515
171,14553,0.4787568916506494,0.49510625294305854,0.09607048139715045
172,15476,0.5661211867232993,0.6545245200111632,0.15686860075952277
173,9383,0.235752795519384,0.2988428972506939,0.05439492502630779
174,11340,0.4220602433871142,0.5010681824319468,0.13255857832859694
175,4089,0.4581592782187396,0.4808781781086936,0.10380261267402917
176,11967,0.4234945670591669,0.4150842843184298,0.1682809976280638
177,9418,0.3139933618450324,0.2920215839643489,0.0712531323235265
178,10496,0.548898781478784,0.49315684115001235,0.12169756676034812
179,169,0.3004617539832451,0.24914642356528927,0.07676559981906038
180,12278,0.2764448555896945,0.3568929951176092,0.07671356886325346
181,6202,0.5274919259804609,0.5350286730983975,0.08873997568711947
182,4863,0.4966159332965102,0.41443775999327165,0.09931646085395009
183,1199,0.2060200633663056,0.2274455367967586,0.06426128300764052
184,735,0.6982682555418479,0.5612640271626271,0.1729884648647861
185,5562,0.6771031064690426,0.4949131895730453,0.13557971602327487
186,7300,0.4753094056051027,0.47111152493866304,0.17351894099540294
187,2439,0.612980260809302,0.5726147920496818,0.10784133593078639
188,8284,0.2864612292636029,0.35227444216136783,0.1329605417914672
189,10721,0.6317953427009463,0.6336704881128289,0.10205056231007131
190,15910,0.8385328804218108,0.6417578196464031,0.14896925880614653
191,3288,0.1878531149571006,0.34029065998755614,0.1503410723389884
192,12036,0.1418736462058302,0.19470445317781063,0.039862107393884794
193,4337,0.3140742116385946,0.31406830306002953,7.167440694506279e-06
194,1984,0.2083753763557282,0.22476432222885856,0.04558308378384242
195,7953,0.1631236112919312,0.17898526077681218,0.05274949402570109
196,6070,0.6587208481000698,0.5556301960302216,0.11303538048901837
197,8372,0.1523632340174871,0.18413362733637448,0.0435581166714861
198,8541,0.4512091566839605,0.565113415225789,0.10704155988584013
199,4329,0.6980839410313338,0.605321667465066,0.1349699310957816
