,ids,truth,pred
0,2678,0.3810026700046451,0.34907128080646505
1,3919,0.2473925565691684,0.2007810883072636
2,828,0.5450841109029896,0.4192149683083884
3,10972,0.1680935643615466,0.2403870108971663
4,15974,0.4045518044193343,0.2849770339172026
5,4688,0.2214630401481435,0.1408437288926319
6,102,0.2013732508123676,0.1577391099318117
7,6921,0.6623417135574562,0.4009740448087354
8,3383,0.3963761685670046,0.21934488955044662
9,2935,0.5112077139318543,0.430736112561274
10,7704,0.2650437186683096,0.1901279150935916
11,1453,0.2974217327186704,0.15629421712464958
12,5168,0.5964593469701067,0.5113622876314159
13,9657,0.4059806975161222,0.3592789375898177
14,11501,0.5024980362334286,0.43548274373991597
15,13010,0.7753478089685492,0.45774275061666364
16,5692,0.1943570626874081,0.18028021128812638
17,3043,0.5021492592138287,0.38939886651267697
18,12885,0.1935075474988097,0.18375894063503861
19,13548,0.5326388832978869,0.4281850270755938
20,14635,0.2007678808914096,0.14499168157161585
21,5786,0.2371964107717675,0.1806468269544323
22,3425,0.5022165030790452,0.3256843336187803
23,14911,0.3901145804890674,0.24171658489065084
24,7921,0.9680748921743592,0.45643707380695425
25,8585,0.7098354369353366,0.4531955816899808
26,15038,0.400961840804302,0.4146047836765235
27,3616,0.1660829619605387,0.1641475836996161
28,2676,0.1670368883929839,0.19258340503693944
29,12682,0.9112517585767688,0.4317532969187827
30,2948,0.4104723055265782,0.42345786743544167
31,11790,0.2281315997145034,0.156683203741361
32,14954,0.241665063498535,0.2007412542288987
33,6367,0.5089719929526475,0.3552942673452
34,9997,0.6806264796843006,0.5620615957121073
35,8485,0.341976579937078,0.30145699455149355
36,14778,0.4228073954774404,0.3941814501567204
37,14041,0.1701771578017942,0.17137053918119377
38,6529,0.6036342155269725,0.4630557672880797
39,11518,0.1842703646233682,0.1473420989672997
40,12227,0.5520932320741095,0.4070270739403759
41,2861,0.2911604999686695,0.1914456605985255
42,6339,0.4537516902644155,0.45916468178964226
43,7584,0.4160852030072942,0.4120147309727826
44,2932,0.5691185608587098,0.3852817132183542
45,9862,0.1790116623688161,0.1435874839339399
46,4375,0.4650523607247027,0.2031914305641668
47,11930,0.2371011197946401,0.15673789204761074
48,11281,0.2582616521444688,0.22197230953716549
49,6333,0.3950189814992084,0.4026679976839533
50,12959,0.6961883911918044,0.4316112639608317
51,14102,0.7020339133662645,0.3593060855682459
52,3635,0.5140163984468341,0.20870121014420012
53,2684,0.4661967500705744,0.35527636640022586
54,10797,0.1964843599234373,0.1968348901905296
55,1213,0.2437325771463232,0.214229447342178
56,4671,0.4298108832231986,0.3990237485183648
57,11113,0.7704627763646202,0.47249345716425695
58,4139,0.3058954691100837,0.2867539774779555
59,736,0.5191706134298522,0.40639893667415306
60,15553,0.5006622281623502,0.3273094453950064
61,9595,0.33207094188863,0.3297571047754411
62,1261,0.2107408320536989,0.15975154916067152
63,1889,0.3371181436898778,0.3297571047754411
64,6594,0.4788466904310721,0.3739547156738315
65,11570,0.6170277907760012,0.443741119883683
66,9234,0.9175223268198748,0.4095033078919355
67,4762,0.6753134997445945,0.41896966217003373
68,16027,0.3681408346472518,0.15812609292911395
69,5550,0.4134716570181723,0.4168498545161868
70,13525,0.3976943059147509,0.21634920001233293
71,88,0.5614302891092927,0.38274477267533297
72,13853,0.6222112780386377,0.40098323642120154
