,ids,truth,pred
0,2678,0.3810026700046451,0.3362124290980716
1,3919,0.2473925565691684,0.16443521950130544
2,828,0.5450841109029896,0.4008128264265159
3,10972,0.1680935643615466,0.28024255383761076
4,15974,0.4045518044193343,0.238488994332792
5,4688,0.2214630401481435,0.1602984997098034
6,102,0.2013732508123676,0.18588051005235356
7,6921,0.6623417135574562,0.42712868915284097
8,3383,0.3963761685670046,0.2024749018530672
9,2935,0.5112077139318543,0.3652229176350534
10,7704,0.2650437186683096,0.24518958404729324
11,1453,0.2974217327186704,0.1594998609890186
12,5168,0.5964593469701067,0.45376628387981566
13,9657,0.4059806975161222,0.35001318411385157
14,11501,0.5024980362334286,0.4349930070492893
15,13010,0.7753478089685492,0.4176125495705558
16,5692,0.1943570626874081,0.20277270171362122
17,3043,0.5021492592138287,0.4167680916529026
18,12885,0.1935075474988097,0.1792714698602723
19,13548,0.5326388832978869,0.4202014380736215
20,14635,0.2007678808914096,0.15713997163858895
21,5786,0.2371964107717675,0.18945584983310207
22,3425,0.5022165030790452,0.3630701785223597
23,14911,0.3901145804890674,0.18869675637418412
24,7921,0.9680748921743592,0.42122523139582757
25,8585,0.7098354369353366,0.4599791466388473
26,15038,0.400961840804302,0.35940064134476984
27,3616,0.1660829619605387,0.15867812255399474
28,2676,0.1670368883929839,0.1677521336056704
29,12682,0.9112517585767688,0.41232428577310776
30,2948,0.4104723055265782,0.36630892790854447
31,11790,0.2281315997145034,0.16028462342354363
32,14954,0.241665063498535,0.18578463512247698
33,6367,0.5089719929526475,0.3066850368116046
34,9997,0.6806264796843006,0.4503021971079778
35,8485,0.341976579937078,0.2251035300254043
36,14778,0.4228073954774404,0.36265167635533485
37,14041,0.1701771578017942,0.16284289351762668
38,6529,0.6036342155269725,0.42444006816108465
39,11518,0.1842703646233682,0.2063650568057637
40,12227,0.5520932320741095,0.357028919678337
41,2861,0.2911604999686695,0.21358184145242712
42,6339,0.4537516902644155,0.442467990925953
43,7584,0.4160852030072942,0.4266577528897987
44,2932,0.5691185608587098,0.3762506887182267
45,9862,0.1790116623688161,0.15861682529987536
46,4375,0.4650523607247027,0.23686647695686536
47,11930,0.2371011197946401,0.1843056461954394
48,11281,0.2582616521444688,0.1734533792238497
49,6333,0.3950189814992084,0.40506849327962907
50,12959,0.6961883911918044,0.4093856993312718
51,14102,0.7020339133662645,0.3391418122369443
52,3635,0.5140163984468341,0.20472779013276704
53,2684,0.4661967500705744,0.3958877078128875
54,10797,0.1964843599234373,0.20422448791707773
55,1213,0.2437325771463232,0.18676826127605112
56,4671,0.4298108832231986,0.35122093408396365
57,11113,0.7704627763646202,0.4347413530464538
58,4139,0.3058954691100837,0.2494224989610446
59,736,0.5191706134298522,0.4051737247697605
60,15553,0.5006622281623502,0.3295608067051732
61,9595,0.33207094188863,0.2786704562041223
62,1261,0.2107408320536989,0.1761118168730416
63,1889,0.3371181436898778,0.26742207462974177
64,6594,0.4788466904310721,0.37105316172612196
65,11570,0.6170277907760012,0.42694680973914895
66,9234,0.9175223268198748,0.36269769374840566
67,4762,0.6753134997445945,0.410723962840939
68,16027,0.3681408346472518,0.16743994687023467
69,5550,0.4134716570181723,0.42413912158419387
70,13525,0.3976943059147509,0.2646160581237601
71,88,0.5614302891092927,0.3610020188619109
72,13853,0.6222112780386377,0.3870320001937765
73,11032,0.2064715071084972,0.1831922125386832
74,4772,0.1873050658296961,0.16085198862324734
75,14666,0.3304129003332302,0.21901306175438565
76,14796,0.2139442988839751,0.1612212005257498
77,11266,0.188067050308766,0.23305636748539568
