,ids,truth,pred
0,2678,0.3810026700046451,0.4370296379426487
1,3919,0.2473925565691684,0.2303130670458019
2,828,0.5450841109029896,0.4995106037472468
3,10972,0.1680935643615466,0.41922387340129685
4,15974,0.4045518044193343,0.3079292755017298
5,4688,0.2214630401481435,0.2413555046449355
6,102,0.2013732508123676,0.3447745497987063
7,6921,0.6623417135574562,0.5571144322926979
8,3383,0.3963761685670046,0.29852880706338314
9,2935,0.5112077139318543,0.49991254408559305
10,7704,0.2650437186683096,0.43128532515289514
11,1453,0.2974217327186704,0.22838223855378975
12,5168,0.5964593469701067,0.6706440267727138
13,9657,0.4059806975161222,0.4986271334578674
14,11501,0.5024980362334286,0.5933063944566812
15,13010,0.7753478089685492,0.5833397327339573
16,5692,0.1943570626874081,0.25906771155131275
17,3043,0.5021492592138287,0.5983204687879099
18,12885,0.1935075474988097,0.2302250064547052
19,13548,0.5326388832978869,0.5730144171872361
20,14635,0.2007678808914096,0.21633781020297832
21,5786,0.2371964107717675,0.2857502347600876
22,3425,0.5022165030790452,0.48431747810922904
23,14911,0.3901145804890674,0.2764200142628155
24,7921,0.9680748921743592,0.5628951416241127
25,8585,0.7098354369353366,0.6530149633791632
26,15038,0.400961840804302,0.49599013097622807
27,3616,0.1660829619605387,0.22366124926231673
28,2676,0.1670368883929839,0.2356386458283286
29,12682,0.9112517585767688,0.5674136552545516
30,2948,0.4104723055265782,0.46733814957250513
31,11790,0.2281315997145034,0.2533647941701423
32,14954,0.241665063498535,0.2971410715261877
33,6367,0.5089719929526475,0.568477133233165
34,9997,0.6806264796843006,0.6598806474138366
35,8485,0.341976579937078,0.3665917711143591
36,14778,0.4228073954774404,0.48619817015884226
37,14041,0.1701771578017942,0.21794348691190607
38,6529,0.6036342155269725,0.5670386337536886
39,11518,0.1842703646233682,0.28612750629684425
40,12227,0.5520932320741095,0.509948169480471
41,2861,0.2911604999686695,0.35501250752741687
42,6339,0.4537516902644155,0.609679896961598
43,7584,0.4160852030072942,0.5584450061332732
44,2932,0.5691185608587098,0.4657786729779663
45,9862,0.1790116623688161,0.21996813035192064
46,4375,0.4650523607247027,0.36599832213084743
47,11930,0.2371011197946401,0.26248994238057566
48,11281,0.2582616521444688,0.23971835024242297
49,6333,0.3950189814992084,0.5608573685634128
50,12959,0.6961883911918044,0.5364133499324395
51,14102,0.7020339133662645,0.49409545760173545
